book_id,title,author,isbn,publication_year,category,source,summary,openlibrary_key,gutenberg_id,google_books_id,text_available,text_source
d82b28efc594,"The Constitutional History of England Since the Accession of George the Third, 1760-1860",Thomas Erskine May (Baron Farnborough.),,1871,Negotiation,google_books,,,,-g7-gDqptGkC,,
298e056972c5,The Edinburgh Review,,,1879,Negotiation,google_books,,,,WvqBkeJ3HCcC,,
914d5e0d0e13,The Effects of the Client's Susceptibility to Interpersonal Persuasion and Expectations for Improvement in the Process of Behavior Change,Theodore Jay Kaul,,1969,Negotiation,google_books,,,,7G4qAQAAMAAJ,,
8fb98be4013c,The Epitome,,,1881,Negotiation,google_books,"Containing a retrospective view of every discovery and practical improvement in the medical sciences, abstracted from the current medical journals of the United States and Canada.",,,nwVSAAAAMAAJ,,
079cee8a8460,The Industrial Relations Negotiation Process,Ray E. Fells,,1985,Negotiation,google_books,,,,mR9YAAAAYAAJ,,
66439fcee349,"The Liberal platform. Historic facts and current problems: a book of reference for platform speakers [&c.] to imperial, British, and Scottish subjects of the day [publ. by the Liberal publication department and the Scottish Liberal association. Ed. by W.K. Rose and R.M. Smith].",Liberal publication dept,,1895,Negotiation,google_books,,,,GjFrc5qRRgIC,,
423dac6672e2,The Mind and Heart of the Negotiator,Leigh Thompson,9780133571776,2014,Negotiation,curated_seed,,,,,,
5efcc09885de,The Novels and Letters of Jane Austen: Persuasion,Jane Austen,,1915,Negotiation,google_books,,,,iT8uAAAAYAAJ,,
c94dbd68dcef,The Other Persuasion,Seymour Kleinberg,,1977,Negotiation,google_books,,,,3dVZAAAAMAAJ,,
e8c7d6a2717a,"The Progressive Era, 1900-20: the Reform Persuasion",George Edwin Mowry,,1972,Negotiation,google_books,,,,8XJAAAAAIAAJ,,
59ee7a9362cd,The Swedenborg Concordance,John Faulkner Potts,,1898,Negotiation,google_books,,,,abxq4_-8dPoC,,
4d1154b066ae,Workshop on the Multiple Influences of Riparian/stream Ecosystems on Fires in Western Forest Landscapes,J. Boone Kauffman,,2001,Negotiation,google_books,,,,NGxXR8DKFsYC,,
13ea2b50545c,An Analysis of how the Role of Law Has Affected Specific Relationships Between Public Universities and Their Students,Stephen Douglas McClellan,,1967,Relationships,google_books,,,,jce6RBv9vcEC,,
b8f02b93ceaa,An Introduction to Communication Studies,Sheila Steinberg,9780702172618,2007,Relationships,google_books,"In this introductory textbook, the author contextualises approaches and theories on cornmunication studies by making use of local examples from the mass media, as well as relevant political and social experiences. The book is divided into two parts. The first provides students with a strong foundation in communication while the second focuses on the areas of specialisation within communication studies. Each chapter starts with the learning Outcomes and a short overview of the chapter. Students can monitor their learning by using the summaries and 'test yourself' questions at the end of every chapter. Scenarios provide examples of how the theory can be applied in practice. This makes for a learner-friendly and accessible book which will prove invaluable to Students and professionals alike. Beginner students majoring in Communication Studies, as well as those studying towards various degrees or qualifications where communication is a prerequisite will find this book useful.",,,g8GRgXYeo_kC,,
a20d94ac4e81,An Introduction to Social Philosophy,John Stuart Mackenzie,,1895,Relationships,google_books,,,,x4qdf5rN9aoC,,
e6dd93989343,Annals of the American Academy of Political and Social Science,,,1890,Relationships,google_books,,,,RRtLAQAAMAAJ,,
f910b6741c7f,Attached: The New Science of Adult Attachment and How It Can Help YouFind and Keep Love,Amir Levine,9781585429134,2010,Relationships,curated_seed,,,,,,
0fdc21286024,Basic Patterns of Interpersonal Relationships as Revealed in Perceptual Preferences,Roger Edwin Bardsley,,1951,Relationships,google_books,,,,jURIAQAAMAAJ,,
20ea5d2ed38f,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",Henry Cloud,9780310351801,2017,Relationships,curated_seed,,,,,,
31e0b14db9df,Close Relationship Loss,Terri L. Orbuch,9781461391869,2012,Relationships,google_books,"Social scientists from various disciplines have been increasingly concerned with the nature, structure, and function of close relationships. Although most of the early work on the topic of close relationships drew attention to the development of close relationships, since the mid-1970s researchers have begun to investigate the many different aspects connected to the loss of close relationships. Despite the change to a more comprehensive conceptual framework, close relationship research is often criticized for being atheoretical; the research is criticized for being purely descriptive in nature and thus lacking a more theoretical framework. Contrary to this belief, I wish to argue that researchers in the area of close relationship loss employ several critical and prominent theoretical perspectives to describe, explain, and understand the endings of relationships-thus, the fruition of this book. The major aim of this edited book is to present and illuminate, within one volume, some of these major theoretical perspectives. The volume as a whole has several unique qualities. First, within each chapter, the authors provide a general overview of the theoretical per spective or approach within which they examine close relationship loss.",,,IEXKBgAAQBAJ,,
405f2c49799f,Consensual Sexual Relationships Between University Educators and Students,Anne Louise Byer-Rajput,,1998,Relationships,google_books,,,,g9XqNYIwPj0C,,
c2e15cbd5f20,Constructing Social Research Objects,,9789004450028,2021,Relationships,google_books,"The third volume on theoretical driven methodology in the social sciences, again edited by Håkon Leiulfsrud and Peter Sohlberg, explains how to identify sociological research objects, and the art of living theory. Theoretical concepts such as social structure, the Global South, social bonds, organisations and management are explore and developed by a broad range of authors. The methodological chapters, including critical notes on sociology and uses of statistics, the value of thought experiments in sociology, researching subjects in time and space, and an academic 'star war' between Pierre Bourdieu and Dorothy E. Smith are indispensible for researchers and students interested in theoretical construction work in the social sciences. Contributors are: Göran Ahrne, Michela Betta, Harriet Bjerrum Nielsen, Michael Burawoy, Raju Das, David Fasenfest, Raimund Hasse, Johs Hjellbrekke, Håkon Leiulfsrud, Emil A. Røyrvik, John Scott, Peter Sohlberg, Karin Widerberg and Richard Swedberg.",,,X94sEAAAQBAJ,,
1ffe32f001db,Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live,Brene Brown,9781592408412,2012,Relationships,curated_seed,,,,,,
f4cb88885e79,Development of Life Skills-II,Shalini Verma,9789325982437,,Relationships,google_books,"Life skills are essentially individual abilities that help in promoting mental well-being and competence in people to deal with the various situations in life. This book presents various aspects of life skills, including communication, self-analysis, self-development and study habits. These are crucial elements in determining one's personal and professional growth. Developed in accordance with the new syllabus of the West Bengal Council of Technical Education and written in an interactive style, this course book will help the students inculcate the various life skills and enhance their acceptability and growth in this highly competitive world. KEY FEATURES • Opening Case Study in every chapter, along with case-analysis-based class discussion, to encourage students to apply their analytical skills • Assess Your Understanding to test understanding and assimilation of the information shared in the passages • Story Time with short, interesting stories that allow learners to develop critical thinking skills from the old classics • In-class Team Activity in the form of role plays, debates, discussion, etc • Experiential Learning to gauge the students' understanding of the concepts and to measure how much of the learning they are able to apply in real life",,,6KpDDAAAQBAJ,,
def305ebb5cf,Free Activities and Interpersonal Relations,C.W. Cassinelli,,1966,Relationships,google_books,"Social scientists have become increasingly aware that their work de pends upon adequate concepts of certain basic relationships among the people who comprise polities, economies, and societies. Government and politics, in particular, appear to consist almost exclusively of re lationships of power, influence, control, authority, leadership, coercion, persuasion, and manipulation. Even the most common and elementary statements of political science - that, for example, the Rio Grande is part of the boundary between Mexico and the United States and members of Congress are chosen in competitive elections - cannot be clear and unambiguous without the use of precise concepts of power and control. The subject matter of the political scientist also appears to raise more questions of evaluation than the economist and sociologist are required to resolve. Questions about the best form of government have always been central to political thought, and recent challenges to the theory, appeal, and suitability of democracy have evoked many at tempts to justify it. This attention to evaluation has inevitably involved the perennial issue of human freedom, and although political scien tists have written much about the desirability of freedom, they have only infrequently attempted to analyze the concept of freedom.",,,ni8sAQAAIAAJ,,
f5fa1c79afcc,Games People Play: The Psychology of Human Relationships,Eric Berne,9780345410030,1964,Relationships,curated_seed,,,,,,
f4234630284e,Give and Take: Why Helping Others Drives Our Success,Adam Grant,9780143124986,2013,Relationships,curated_seed,,,,,,
1202df0a90b6,Grief and Romantic Relationship Dissolution,Shawn Blue,9798216207498,2017,Relationships,google_books,"In Grief and Romantic Relationship Dissolution, Shawn Blue explores the grief and loss associated with divorce and romantic breakups. Using a model of love and attachment theory, Blue sets a foundation for how connection leads to loss when an attachment relationship is ended and analyzes the various consequences of grief as the result of dissolution on the individual. She devotes special attention to the role of technology on romantic relationship development and makes speculations of the grief that is experienced by relationships created online when they end. Finally, she utilizes and applies case material to illustrate the grief process and incorporates the influence of media in the understanding of loss related to the ending of attachment relationships. This book is recommended for scholars in psychology, communication studies, and media studies.",,,jmN2EQAAQBAJ,,
6b47aa1d8d5e,Handbook of Interpersonal Communication,Mark L. Knapp,9780761921608,2002,Relationships,google_books,"The Third Edition of the Handbook of Interpersonal Communication includes eight new chapters and eleven revised from the second edition. Following an introductory chapter, the volume is organized into four parts covering perspectives on inquiry in interpersonal communication, fundamental units of interpersonal communication, processes and functions, and interpersonal contexts. Features include: · Each chapter reviews and updates research in its respective area · Part II examines methodological issues in the field · Includes articles by top scholars in the field of Interpersonal Communication",,,t97fuAcjS-YC,,
4f0588fe9bd6,Hold Me Tight: Seven Conversations for a Lifetime of Love,Sue Johnson,9780316113007,2008,Relationships,curated_seed,,,,,,
f84f71bc5241,How to Be an Adult in Relationships: The Five Keys to Mindful Loving,David Richo,9781570628122,2002,Relationships,curated_seed,,,,,,
30fc8c945493,Interpersonal Communication,Pamela J. Kalbfleisch,9781135443177,2013,Relationships,google_books,"Interpersonal relationships are the core of our societal system and have been since before the dawn of civilization. In today's world, friends, lovers, companions, and confidants make valuable contributions to our everyday lives. These are the relationships whose members are not automatically participants as a result of their birth and kin affiliations. The focus is on these relationships that must be forged from the sometimes indifferent, and sometimes hostile world. Yet, there is still much that is not known about how these relationships evolve, how partners communicate in on-going relationships, how people keep their relationships together, and how they cope when they fall apart. Primary to the focus of this book is the underlying theme of evolving interpersonal relationships from the initial encounter to the mature alliance. The contributors to this volume provide a contemporary perspective for the study of interpersonal relationships. Fresh areas of scholarly inquiry are presented and existing approaches are re-examined. Research in the introductory chapters breaks new ground, and appraises the ultimate question of what impact initial interactions have on further relational development. The mid-section of the volume concerns communication issues that confront the members of a relationship in process, focusing on how conflict and jealousy are communicated to a relational partner. This research considers relational development as well as obstacles and barriers to evolving relationships. The concluding chapters probe the question: Ultimately do all good things have to come to an end? Employing innovative techniques to examine maturing and disengaging relationships, the research presented here focuses on how interpersonal relationships become committed and mature.",,,ETLbAAAAQBAJ,,
59e47841d41c,Interpersonal Communication: Relating to Others,Steven Beebe,9781292040318,2024,Relationships,google_books,Interpersonal Communication: Relating to Others emphasises the importance of communication confidence in a variety of interpersonal relationships and interpersonal contexts. The text offers exceptional coverage of cultural diversity to help students understand and adapt to differences while learning how to establish common links with others.,,,hy_IEQAAQBAJ,,
30319b744d13,Interpersonal Relationships in a Foreign Industrial Nursing Service,Erica E. Juska,,1955,Relationships,google_books,,,,Jl9sAAAAMAAJ,,
720004fe4fe6,Management,,,2008,Relationships,google_books,,,,sfFXAAAAYAAJ,,
8f7428b3b65f,No More Mr. Nice Guy,Robert A. Glover,9780762415335,2003,Relationships,curated_seed,,,,,,
35661eb0be52,On the Osteology and Relationships of Protostega,Ermine Cowles Case,,1897,Relationships,google_books,,,,icrRAAAAMAAJ,,
082097e0df36,Personality Clusters and Family Relationships in Women with Eating Pathology,Patrick Scott Perkins,,2005,Relationships,google_books,,,,rExQrmqdVs4C,,
2734d0c3c02d,Platonic: How the Science of Attachment Can Help You Make and Keep Friends,Marisa G. Franco,9780593185544,2022,Relationships,curated_seed,,,,,,
5a02837eabb5,Proceedings of the 7th International Conference on Learning Innovation and Quality Education (ICLIQE 2023),Moh Salimi,9782384763016,2024,Relationships,google_books,"This is an open access book. The 7th International Conference on Learning Innovation and Quality Education​ (ICLIQE 2023) is organized by Faculty of Teacher Training and Education. The purpose of the ICLIQE 2023 activity is as a forum to accommodate researchers, academics, educators and education staff, consultants, government and other stakeholders to share perspectives related to educational trends seen from the perspective of society 5.0 era which includes the fields of science and technology education, social and humanities, management education, basic education, special education, early childhood education, guidance and counseling, curriculum, and educational evaluation and innovation.",,,4C4zEQAAQBAJ,,
0b541a14871c,Progress,,,1899,Relationships,google_books,,,,oKvvAAAAMAAJ,,
8b384a449beb,Relationship,Lee Thayer,9781524599652,2017,Relationships,google_books,"This book is about all of the kinds of relationships people can have. It is a very insightful book about how relationships emerge. But it is also about how indispensable they are to our ongoing sense of being who we are in the worlds we inhabit. We have relationships with various people. But we also have relationships with our possessions, with our pets, and with our pens and car keys. We have relationships with the foods we eat, the places we go, and the diversions we take. We have relationships with the news we attend to, the gossip we consume, and the places we are familiar with. We have relationships with our clothes, our lotions and potions, our grooming equipment, our computers and our snow shovels. Taken together, all of the relationships we have had, have today, and will have in the future attach us to our worlds in an admixture of pushes and pulls on our attention and our behavior. Metaphorically, it might visually look much like an intricate circular spider web, with us individually stuck at the core. We use the singular relationship here because we want to explore what it is that all relationships have in common: relationship. Relationships are sticky. They are far easier to fall into than to escape from. They are often demanding, requiring our attention when we wanted to devote our attention elsewhere. The drama of misplaced keys or a balky computer can take over our lives. We have hopes for certain relationships. We can be disappointed in how they turn out. But most of the myriad relationships that affect our lives just sort of happen. If they dont serve our purposes as we think we deserve, we drop them. A piece of clothing that just doesnt look right in the light can be dropped. Thats something you cant do with your own baby. You have a relationship with your body. If youre rich, you can get a remodeling job. If youre not, you may be stuck with the body youve got. Some relationships bring us down. Other relationships lift us up. In this book, you will learn how to create the kinds of relationships you need to get to where you want to go. The relationship you have with yourself is key. This book reveals to you how, if you get that right, most of the other relationships you live in, and by, will fall into place.",,,qObPDgAAQBAJ,,
62f232c1cb84,Relationships of Nurse Staffing and Selected Patient Outcomes in Skilled Nursing Facilities,Margene J. Nordstrom,,1987,Relationships,google_books,,,,hWITw2FDQoMC,,
4c0bb724839e,Roles and Relationships of Nurses Working in Hospital Labor/delivery and Postpartum Units,Joyce Ann Cox,,1983,Relationships,google_books,,,,NgKHUyNEs0IC,,
435cb4a88b11,"Set Boundaries, Find Peace: A Guide to Reclaiming Yourself",Nedra Glennon Tawwab,9780593192092,2021,Relationships,curated_seed,,,,,,
73b59b20a0ce,Social Bonds,Cristina Rovera,9783031658235,2024,Relationships,google_books,"Can finance help mankind? We are accustomed to reading sad news about money. Apparently, money is often associated exclusively with illicit trafficking, and it seems that only the wicked benefit from it, while good people are crushed by a system that exploits them. Is this true? Is this the reality of our world? Perhaps money is merely a tool. What truly matters is the intention behind its use. Consider the positive impact that can be achieved through charitable acts. This book introduces and discusses the concept of social bonds as instruments created to enhance collective welfare. Nevertheless, the characteristics of social bonds allow for individual well-being as well. Social bonds can yield a return and ensure repayment of the principal upon maturity. They can be perceived as an alternative to donations for those who support them or as a means of diversification for those interested in personal gain. The ultimate purpose of the investment holds little significance. What truly matters is the allocation of resources towards ethical endeavors. Currently, social bonds constitute a niche market, yet they harbor significant potential for development. This book proposes a global examination of the subject matter. The analysis delves into the social reality implemented worldwide, focusing on economic aspects such as risk and return, fundraising, successes, and failures. Additionally, the author explores the advantages and disadvantages of these instruments to provide a comprehensive study of the sector.",,,lqIeEQAAQBAJ,,
ce7ee46ffb26,"Social Elements, Institutions, Character, Progress",Charles Richmond Henderson,,1898,Relationships,google_books,,,,DdVzvZT2mUMC,,
30ae6bb841d7,"Social Relationships in Wild White-faced Capuchin Monkeys, Cebus Capucinus",Susan Emily Perry,,1995,Relationships,google_books,,,,zLkeAQAAMAAJ,,
2016a90e460e,Social and Ethical Interpretations in Mental Development,James Mark Baldwin,,1897,Relationships,google_books,,,,_0OuecH2I-4C,,
bb934033414e,The Annals of the American Academy of Political and Social Science,,,1895,Relationships,google_books,,,,wOk5AQAAMAAJ,,
897af4da9ebe,The Art of Loving,Erich Fromm,9780061129735,1956,Relationships,curated_seed,,,,,,
e7da7bd09b84,The Construction of Social Bonds,"Ahrne, Göran",9781789909456,2021,Relationships,google_books,"This engaging and timely book demonstrates how a deeper understanding of theories about organizations are necessary for the development of a relational sociology and provides an in-depth explanation of globalization and social change. It also examines how social bonds are constructed through combinations of different forms of communication and investigates the bonds of intimate relationships and partially organized relationships such as street gangs, brotherhoods, and social movements.",,,QB5QEAAAQBAJ,,
31dd884e61c8,The Five Love Languages: The Secret to Love that Lasts,Gary Chapman,9780802412706,2015,Relationships,curated_seed,,,,,,
57d32387b9ea,The Gifts of Imperfection,Brene Brown,9781592858491,2010,Relationships,curated_seed,,,,,,
c2d451439aee,"The London, Edinburgh and Dublin Philosophical Magazine and Journal of Science",,,1881,Relationships,google_books,,,,UxpKAQAAMAAJ,,
3ea4d98ca762,The Psychology of Interpersonal Relationships,Ellen S. Berscheid,9781317345022,2016,Relationships,google_books,"This textbook provides an integrated and organized foundation for students seeking a brief but comprehensive introduction to the field of relationship science. It emphasizes the relationship field's intellectual themes, roots, and milestones; discusses its key constructs and their conceptualizations; describes its methodologies and classic studies; and, most important, presents the theories that have guided relationship scholars and produced the field's major research themes.",,,JJhYCwAAQBAJ,,
a97b320e0999,"The Relationship Between Parental Marital Instability and Conflict, Adult Attachment Styles, and College Students' Intimate Relationships",Jeffrey R. Zinbarg,,2001,Relationships,google_books,,,,UX3EK16EG4EC,,
c2ff6675c72a,"The Relationship Cure: A 5 Step Guide to Strengthening Your Marriage, Family, and Friendships",John M. Gottman,9780609809532,2001,Relationships,curated_seed,,,,,,
67eec97b4e33,"The Relationships Between the Sense of Coherence, Demographic Characteristics, and Career Thought Processes Among College Students with Disabilities",Wonsun Seo,,2010,Relationships,google_books,"This study examined the relationship between sense of coherence, demographic characteristics, and career thought processes among college students with disabilities based on Antonovsky's conceptual framework of sense of coherence. Participants were college students with disabilities collected through the Resource Center for Persons with Disabilities (rcpd) at Michigan State University and other universities and colleges via a listserv of the Michigan Association on Higher Education and Disabilities (mi-ahead). Pearson Correlation Coefficient and forward stepwise regression analyses were carried out in order to find out the relationship between sense of coherence, demographic characteristics (E.G., gender, race, and socioeconomic status), and career thought processes. Results supported that college students with disabilities who showed higher sense of coherence indicated less overall dysfunctional career thoughts, career decision-making confusion, or career-related anxiety. In addition, the relationships between sense of coherence, career thoughts, and the demographic characteristics have been found. Implications for career development professionals as well as clinical considerations of caring for college students with disabilities experiencing career-related difficulties were discussed. [The dissertation citations contained here are published with the permission of ProQuest llc. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.].",,,3ZypT5ZPefUC,,
a5d6902d23ab,The Social Paradox,William von Hippel,9780063319271,2025,Relationships,google_books,"A Next Big Idea Club Must Read of February 2025 ""Von Hippel presents a radically new way to understand why human happiness has diminished. What’s more, he offers superlative advice for how to get back on track.” —Sonja Lyubomirsky, New York Times bestselling author of The How of Happiness From the author of The Social Leap comes this thought-provoking exploration into humans’ two core evolutionary needs, for connection and autonomy, how the modern world has thrown them out of whack, and how we can rebalance them to improve our lives. Why do people who have so much—leading comfortable lives filled with unprecedented freedom, choice, and abundance—often feel so unhappy and unfulfilled? This phenomenon is a defining paradox of our time and one we endlessly seek to solve. In The Social Paradox, psychologist William von Hippel argues that we need to think about this problem in a new way. By changing our perspective, we might finally see the solution, bringing us greater happiness and more satisfying relationships. The key is to understand the interplay between our two most basic psychological needs—for connection and autonomy. Evolution made us dependent on one another for survival, instilling in us a strong need to connect. It also made us seek autonomy, so our ancestors could distinguish themselves within their groups, improving their chances to procreate and gain status. These two opposing needs are our most fundamental psychological drivers, and while our lives once ensured a happy balance between them, the opportunities of today’s world have thrown it out of whack. As von Hippel explains, our modern world no longer demands connection but it provides endless opportunity for autonomy; this lopsidedness lies at the root of many of our most intractable problems. Recognizing this imbalance and working to counter it can drastically change how we make decisions, spend our time, and find happiness. The Social Paradox invites us to examine the fundamental building blocks of life and society—politics, religion, urban living, marriage—in a brand-new way. Once we understand the evolutionary forces driving us, we can begin to see how to counteract the emptiness and loneliness of contemporary life.",,,3A0JEQAAQBAJ,,
7f2b38a79076,The Social Side of the Electric Railway,Thomas Commerford Martin,,1890,Relationships,google_books,,,,HPk5AQAAIAAJ,,
050b2a24ad30,Towards a Theology of Relationship,Michael Berra,9780227179901,2024,Relationships,google_books,"With the theme of relationship receiving renewed attention in a variety of areas, theological expressions of the subject are also being brought back into the spotlight. Although the concept of a personal relationship with God is a common Christian expression, it is often poorly defined. Here, Michael Berra draws on the Swiss theologian Emil Brunner to redefine and rehabilitate the analogy of relationship. Basing his study primarily on Brunner's seminal work Truth as Encounter, Berra proposes that relationship ought to be the central motif for the whole of theology. He investigates the theme in light of modern relationship science, arguing that God-human interaction categorically meets the definition of a relationship, and that it is existentially intended to be intimate. Scholars and church leaders will find in Berra's approach a refreshing voice in this dynamic field.",,,m7LtEAAAQBAJ,,
9dc382ffa998,Transactions of the National Association for the Promotion of Social Science,National Association for the Promotion of Social Science (Great Britain),,1875,Relationships,google_books,"The volume for 1886 is a report of the proceedings of the ""Conference on temperance legislation, London, 1886.""",,,1ar6lVnJoOoC,,
a4f52ce2ef01,Working Relationships of County Extension Agents and Teachers of Vocational Agriculture in Michigan,Ahmed Mohamed Mohamed Omar,,1963,Relationships,google_books,,,,K3-sIHho4uEC,,
6bae04816fb5,A System of Christian Doctrine,Isaak August Dorner,,1896,Self-Awareness,google_books,,,,zsHDH5Qo300C,,
ba2c46a53b50,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,9780316010665,2005,Self-Awareness,curated_seed,,,,,,
a773365dafba,Book Reviews,,,1898,Self-Awareness,google_books,,,,sdwRAAAAYAAJ,,
35396ab6e8d2,Clinical Psychopathology,Kurt Schneider,,1959,Self-Awareness,google_books,,,,ofzOAAAAMAAJ,,
ad5315cefe1d,Consciousness and Subjectivity,Sofia Miguens,9783110325843,2013,Self-Awareness,google_books,"Issues of subjectivity and consciousness are dealt with in very different ways in the analytic tradition and in the idealistic–phenomenological tradition central to continental philosophy. This book brings together analytically inspired philosophers working on the continent with English-speaking philosophers to address specific issues regarding subjectivity and consciousness. The issues range from acquaintance and immediacy in perception and apperception, to the role of agency in bodily ‘mine-ness’, to self-determination (Selbstbestimmung) through (free) action. Thus involving philosophers of different traditions should yield a deeper vision of consciousness and subjectivity; one relating the mind not only to nature, or to first-person authority in linguistic creatures–questions which, in the analytic tradition, are sometimes treated as exhausting the topic–but also to many other aspects of mind’s understanding of itself in ways which disrupt classic inner/outer boundaries.",,,YqrmNoTBQhgC,,
9c599875269b,Creative Freedom,Joseph Warren Teets Mason,,1926,Self-Awareness,google_books,,,,FMRCAAAAIAAJ,,
5bf94d5b675b,Democracy and Empire,Franklin Henry Giddings,,1900,Self-Awareness,google_books,,,,Uo-3ixg90D0C,,
378a2537ade6,Emotional Self-Knowledge,Alba Montes Sánchez,9781000890495,2023,Self-Awareness,google_books,"This volume sheds light on the affective dimensions of self-knowledge and the roles that emotions and other affective states play in promoting or obstructing our knowledge of ourselves. It is the first book specifically devoted to the issue of affective self-knowledge. The relation between self-knowledge and human emotions is an often emphasized, but poorly articulated one. While philosophers of emotion tend to give affectivity a central role in making us who we are, the philosophical literature on self-knowledge focuses overwhelmingly on cognitive states and does not give a special place to the emotions. Currently there is little dialogue between both fields or with other philosophical traditions that have important contributions to make to this topic, such as phenomenology and Asian philosophy. This volume brings together philosophers from the relevant fields to explore two related sets of questions: First, do philosophers of emotion exaggerate the importance of our affective lives in making us who we are? Or is it philosophers of self-knowledge who misunderstand emotions? Second, what is the role of emotions in self-knowledge? What sort of self-knowledge can be secured by paying attention to our emotions? Emotional Self-Knowledge is an essential resource for researchers and advanced students working on philosophy of emotion, philosophy of mind, epistemology, philosophical psychology, and phenomenology. Chapter 1 and Chapter 10 of this book are freely available as a downloadable Open Access PDF at http://www.taylorfrancis.com under a Creative Commons Attribution-Non Commercial-No Derivatives (CC-BY-NC-ND) 4.0 license.",,,GY-1EAAAQBAJ,,
ae9fb0319bc6,European Review of Social Psychology,Wolfgang Stroebe,9781841699424,2005,Self-Awareness,google_books,"The European Review of Social Psychology is an annual series that reflects the dynamism of social psychology in Europe and has been widely accepted as one of the most important international series in social psychology. The series is open to authors from all nations and its primary purpose is to further the international exchange of ideas by providing an outlet for substantial accounts of theoretical and empirical work. With the help of an editorial board consisting of senior scholars from various European countries, Australasia and North America, the editors invite outstanding researchers to contribute to these volumes. Invitations are based either on suggestions from editorial board members or made in response to proposals submitted to the editors. The emphasis of these contributions is on critical assessment of major areas of research and of substantial individual programmes of research as well as on topics and initiatives of contemporary interest and originality.",,,QuvD5jGb_6MC,,
c6d257cdbae9,From Darkness to Light,"Raj Kumar, Ph.D.",9781491828953,2000,Self-Awareness,google_books,"From Darkness to Light is a book that will teach you how to achieve real happiness, how to make a balance in life, how to attain self-realization and communicate with God, a higher point of view, directions to cleanse confusions, conflicts and emotional disturbances from subconscious mind and to comfort your spirit.",,,PYCrAQAAQBAJ,,
ba9ad0eedeee,Handbook of Spirituality for Ministers,Robert J. Wicks,9780809135219,1995,Self-Awareness,google_books,An applied spirituality handbook that covers an array of topics relevant to professionals' daily work in pastoral care,,,ZReDL_16NAMC,,
035b45b5937b,"Insight: The Surprising Truth About How Others See Us, How We See Ourselves, and Why the Answers Matter More Than We Think",Tasha Eurich,9780451496676,2017,Self-Awareness,curated_seed,,,,,,
d65b2c63381c,Kant and the Problem of Self-Knowledge,Luca Forgione,9780429762949,2018,Self-Awareness,google_books,"This book addresses the problem of self-knowledge in Kant’s philosophy. As Kant writes in his major works of the critical period, it is due to the simple and empty representation ‘I think’ that the subject’s capacity for self-consciousness enables the subject to represent its own mental dimension. This book articulates Kant’s theory of self-knowledge on the basis of the following three philosophical problems: 1) a semantic problem regarding the type of reference of the representation ‘I’; 2) an epistemic problem regarding the type of knowledge relative to the thinking subject produced by the representation ‘I think’; and 3) a strictly metaphysical problem regarding the features assigned to the thinking subject’s nature. The author connects the relevant scholarly literature on Kant with contemporary debates on the huge philosophical field of self-knowledge. He develops a formal reading according to which the unity of self-consciousness does not presuppose the identity of a real subject, but a formal identity based on the representation ‘I think’.",,,TNNyDwAAQBAJ,,
92ef8eb45c0c,Man's Search for Meaning,Viktor E. Frankl,9780807014271,1946,Self-Awareness,curated_seed,,,,,,
3cccabc4cdaf,Mindset: The New Psychology of Success,Carol S. Dweck,9780345472328,2006,Self-Awareness,curated_seed,,,,,,
c11f7b30d08b,Moral and Intellectual Virtues in Western and Chinese Philosophy,Chienkuo Mi,9781317407669,2015,Self-Awareness,google_books,"This is the first book to bring together Western and Chinese perspectives on both moral and intellectual virtues. Editors Chienkuo Mi, Michael Slote, and Ernest Sosa have assembled some of the world’s leading epistemologists and ethicists—located in the U.S., Europe, and Asia—to explore in a global context what they are calling, ""the virtue turn."" The 15 chapters have never been published previously and by covering topics that bridge epistemology and moral philosophy suggest a widespread philosophical turn away from Kantian and Utilitarian issues and towards character- and agent-based concerns. A goal of this volume is to show students and researchers alike that the (re-)turn toward virtue underway in the Western tradition is being followed by a similar (re-)turn toward virtue in Chinese philosophy.",,,m-eoCgAAQBAJ,,
2046bbd58f83,Official Gazette of the United States Patent and Trademark Office,,,2007,Self-Awareness,google_books,,,,VVcbAQAAMAAJ,,
73c58ba66af1,Personal Growth,,,1974,Self-Awareness,google_books,,,,XOICAAAAMAAJ,,
988b00d766c1,Personality Isn't Permanent: Break Free from Self-Limiting Beliefs and Rewrite Your Story,Benjamin Hardy,9780593083697,2020,Self-Awareness,curated_seed,,,,,,
2c2d9569fb3f,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,9780061353246,2008,Self-Awareness,curated_seed,,,,,,
808c9e538734,Preparing Better Consultants,Susan Adams,9781806615728,2011,Self-Awareness,google_books,"This volume addresses the education of management consultants, highlighting the need for better training to handle business complexities. It critiques current training methods and emphasizes academia's role in providing critical thinking skills. Chapters offer examples of innovative programs and reflections on academia's potential impact.",,,mRquEQAAQBAJ,,
e1dea514e9ed,Presence: Bringing Your Boldest Self to Your Biggest Challenges,Amy Cuddy,9780316256575,2015,Self-Awareness,curated_seed,,,,,,
1e29baab6e2a,Psychology of the Moral Self,Bernard Bosanquet,,1897,Self-Awareness,google_books,,,,ew5VAAAAMAAJ,,
